,,,All Organs,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart,Lung,Heart / Lung,Intestine,Abdominal Wall,Head & Neck: Craniofacial,GU: Uterus,Upper Limb: Bilateral,Upper Limb: Unilateral,"Face, Scalp"
,Female,,771,666,89,0,2,4,16,2,0,0,0,0,0,0,0
CASV-TX1 St. Vincent Medical Center,All Genders,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,All Genders,,"2,453","1,930",502,21,6,28,21,0,27,0,0,0,0,0,0
,Male,,"1,534","1,219",309,15,4,20,4,0,17,0,0,0,0,0,0
,Female,,920,711,193,6,2,8,17,0,10,0,0,0,0,0,0
CAUH-TX1 Keck Hospital of USC,All Genders,,"1,662","1,400",242,1,4,19,32,0,0,0,0,0,0,0,0
,Male,,"1,020",882,137,1,3,12,6,0,0,0,0,0,0,0,0
,Female,,642,518,105,0,1,7,26,0,0,0,0,0,0,0,0
COCH-TX1 Children's Hospital Colorado,All Genders,,41,27,4,0,0,11,0,0,0,0,0,0,0,0,0
,Male,,21,14,1,0,0,6,0,0,0,0,0,0,0,0,0
,Female,,20,13,3,0,0,5,0,0,0,0,0,0,0,0,0
COPM-TX1 Centura Transplant,All Genders,,128,115,17,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,81,76,8,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,47,39,9,0,0,0,0,0,0,0,0,0,0,0,0
COSL-TX1 Presbyterian/St Luke's Medical Center,All Genders,,411,349,68,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,253,210,44,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,159,139,24,0,0,0,0,0,0,0,0,0,0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,All Genders,,"1,029",849,114,12,24,48,11,0,0,0,0,0,0,0,0
,Male,,650,550,56,5,16,38,5,0,0,0,0,0,0,0,0
,Female,,379,299,58,7,8,10,6,0,0,0,0,0,0,0,0
CTHH-TX1 Hartford Hospital,All Genders,,454,389,52,0,0,16,0,0,0,0,0,0,0,0,0
,Male,,284,240,35,0,0,11,0,0,0,0,0,0,0,0,0
,Female,,170,149,17,0,0,5,0,0,0,0,0,0,0,0,0
CTYN-TX1 Yale New Haven Hospital,All Genders,,772,607,133,2,1,43,0,0,0,0,0,0,0,0,0
,Male,,506,394,92,1,0,29,0,0,0,0,0,0,0,0,0
,Female,,266,213,41,1,1,14,0,0,0,0,0,0,0,0,0
DCCH-TX1 Children's National Medical Center,All Genders,,28,25,0,0,0,3,0,0,0,0,0,0,0,0,0
,
,Male,,17,15,0,0,0,2,0,0,0,0,0,0,0,0,0
,Female,,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,All Genders,,"1,012",746,241,24,42,0,0,0,16,0,0,0,0,0,0
,Male,,625,463,151,15,23,0,0,0,11,0,0,0,0,0,0
,Female,,387,283,90,9,19,0,0,0,5,0,0,0,0,0,0
DCGW-TX1 George Washington University Hospital,All Genders,,270,270,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0
DCWH-TX1 Washington Hospital Center,All Genders,,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0
,Male,,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0
,Female,,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,All Genders,,235,231,0,4,0,0,0,0,0,0,0,0,0,0,0
,Male,,143,142,0,1,0,0,0,0,0,0,0,0,0,0,0
,Female,,92,89,0,3,0,0,0,0,0,0,0,0,0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,All Genders,,17,12,5,0,0,1,0,0,0,0,0,0,0,0,0
,Male,,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0
,Female,,11,8,4,0,0,0,0,0,0,0,0,0,0,0,0
DECC-TX1 Christiana Care Health Services,All Genders,,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0
FLAC-TX1 Johns Hopkins All Children's Hospital,All Genders,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Male,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FLBC-TX1 Broward Health Medical Center,All Genders,,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FLBF-TX1 Bert Fish Medical Center,All Genders,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,All Genders,,931,865,57,0,0,10,0,0,0,0,0,0,0,0,0
,Male,,598,554,36,0,0,8,0,0,0,0,0,0,0,0,0
,Female,,333,311,21,0,0,2,0,0,0,0,0,0,0,0,0
FLFH-TX1 AdventHealth Orlando,All Genders,,483,407,63,1,7,9,1,0,0,0,0,0,0,0,0
,Male,,288,241,34,0,6,8,1,0,0,0,0,0,0,0,0
,Female,,195,166,29,1,1,1,0,0,0,0,0,0,0,0,0
FLHM-TX1 Halifax Medical Center,All Genders,,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,All Genders,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Male,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,All Genders,,771,614,103,17,18,40,10,0,20,2,0,0,0,0,0
,Male,,458,366,56,8,10,31,5,0,9,1,0,0,0,0,0
,
,Female,,314,248,47,9,8,9,5,0,11,1,0,0,0,0,0
FLLM-TX1 Largo Medical Center,All Genders,,81,62,19,0,0,4,0,0,0,0,0,0,0,0,0
,Male,,49,37,13,0,0,3,0,0,0,0,0,0,0,0,0
,Female,,32,25,6,0,0,1,0,0,0,0,0,0,0,0,0
FLMR-TX1 Memorial Regional Hospital,All Genders,,97,84,0,0,0,13,0,0,0,0,0,0,0,0,0
,Male,,70,60,0,0,0,10,0,0,0,0,0,0,0,0,0
,Female,,27,24,0,0,0,3,0,0,0,0,0,0,0,0,0
FLSH-TX1 Ascension Sacred Heart Pensacola,All Genders,,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0
FLSL-TX1 Mayo Clinic Florida,All Genders,,987,842,70,8,23,34,20,1,0,0,0,0,0,0,0
,Male,,595,513,48,3,8,19,8,1,0,0,0,0,0,0,0
,Female,,392,329,22,5,15,15,12,0,0,0,0,0,0,0,0
FLTG-TX1 Tampa General Hospital,All Genders,,996,835,119,0,17,26,15,0,0,0,0,0,0,0,0
,Male,,610,499,84,0,8,22,7,0,0,0,0,0,0,0,0
,Female,,386,336,35,0,9,4,8,0,0,0,0,0,0,0,0
FLUF-TX1 UF Health Shands Hospital,All Genders,,621,521,33,1,12,65,10,0,0,0,0,0,0,0,0
,Male,,371,308,20,0,9,43,6,0,0,0,0,0,0,0,0
,Female,,250,213,13,1,3,22,4,0,0,0,0,0,0,0,0
GAEH-TX1 Children's Healthcare of Atlanta at Egleston,All Genders,,56,42,9,0,0,5,0,0,0,0,0,0,0,0,0
,Male,,30,20,7,0,0,3,0,0,0,0,0,0,0,0,0
,Female,,26,22,2,0,0,2,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,All Genders,,"2,226","2,022",145,2,10,66,5,0,0,0,0,0,0,0,0
,Male,,"1,389","1,256",82,0,3,57,2,0,0,0,0,0,0,0,0
,Female,,837,766,63,2,7,9,3,0,0,0,0,0,0,0,0
"GAMC-TX1 AU Medical Center, Inc.",All Genders,,668,662,0,1,10,0,0,0,0,0,0,0,0,0,0
,Male,,373,372,0,0,3,0,0,0,0,0,0,0,0,0,0
,Female,,295,290,0,1,7,0,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,All Genders,,"1,490","1,302",178,2,15,19,0,0,0,0,0,0,0,0,0
,Male,,913,798,105,1,7,17,0,0,0,0,0,0,0,0,0
,Female,,577,504,73,1,8,2,0,0,0,0,0,0,0,0,0
HIQM-TX1 The Queen's Medical Center,All Genders,,348,326,22,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,200,184,16,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,148,142,6,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,All Genders,,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,All Genders,,351,274,35,0,10,23,10,0,0,0,0,0,0,0,0
,Male,,225,174,20,0,6,20,5,0,0,0,0,0,0,0,0
,Female,,126,100,15,0,4,3,5,0,0,0,0,0,0,0,0
IAMH-TX1 MercyOne Des Moines Transplant Center,All Genders,,14,8,0,2,4,0,0,0,0,0,0,0,0,0,0
,
,Male,,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0
,Female,,8,3,0,1,4,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,All Genders,,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ILCH-TX1 Advocate Christ Medical Center,All Genders,,298,246,0,0,0,55,0,0,0,0,0,0,0,0,0
,Male,,217,175,0,0,0,45,0,0,0,0,0,0,0,0,0
,Female,,81,71,0,0,0,10,0,0,0,0,0,0,0,0,0
ILCM-TX1 Ann & Robert H. Lurie Children's Hospital of Chicago,All Genders,,91,46,6,0,0,32,0,0,7,0,0,0,0,0,0
,Male,,60,38,1,0,0,18,0,0,3,0,0,0,0,0,0
,Female,,31,8,5,0,0,14,0,0,4,0,0,0,0,0,0
ILEH-TX1 Evanston Hospital,All Genders,,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0
,Male,,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,Female,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ILLU-TX1 Loyola University Medical Center,All Genders,,483,358,50,6,14,29,36,0,0,0,0,0,0,0,0
,Male,,294,219,34,1,8,23,11,0,0,0,0,0,0,0,0
,Female,,189,139,16,5,6,6,25,0,0,0,0,0,0,0,0
ILMM-TX1 Memorial Medical Center,All Genders,,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,All Genders,,"1,011",862,70,13,33,41,5,1,0,0,0,0,0,0,0
,Male,,593,503,41,4,21,29,3,0,0,0,0,0,0,0,0
,Female,,418,359,29,9,12,12,2,1,0,0,0,0,0,0,0
ILPL-TX1 Rush University Medical Center,All Genders,,419,400,19,20,16,0,0,0,0,0,0,0,0,0,0
,Male,,287,276,10,13,11,0,0,0,0,0,0,0,0,0,0
,Female,,132,124,9,7,5,0,0,0,0,0,0,0,0,0,0
ILSF-TX1 OSF Saint Francis Medical Center,All Genders,,292,287,0,2,7,3,0,0,0,0,0,0,0,0,0
,Male,,166,162,0,2,1,2,0,0,0,0,0,0,0,0,0
,Female,,126,125,0,0,6,1,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,All Genders,,578,502,37,21,7,14,4,0,0,0,0,0,0,0,0
,Male,,325,289,18,9,3,8,2,0,0,0,0,0,0,0,0
,Female,,253,213,19,12,4,6,2,0,0,0,0,0,0,0,0
ILUI-TX1 University of Illinois Medical Center,All Genders,,613,549,62,2,12,0,0,0,0,0,0,0,0,0,0
,Male,,369,331,36,1,7,0,0,0,0,0,0,0,0,0,0
,Female,,244,218,26,1,5,0,0,0,0,0,0,0,0,0,0
ILVA-TX1 Edward Hines Jr. Veterans Administration Medical Center,All Genders,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
INIM-TX1 Indiana University Health,All Genders,,747,639,86,19,19,25,2,0,17,0,0,0,0,0,0
,Male,,447,384,45,5,7,22,1,0,5,0,0,0,0,0,0
,Female,,300,255,41,14,12,3,1,0,12,0,0,0,0,0,0
INLH-TX1 Lutheran Hospital of Fort Wayne,All Genders,,31,27,0,0,0,4,0,0,0,0,0,0,0,0,0
,
,Male,,25,22,0,0,0,3,0,0,0,0,0,0,0,0,0
,Female,,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0
INSV-TX1 Ascension St. Vincent Hospital,All Genders,,246,201,0,0,0,55,0,0,0,0,0,0,0,0,0
,Male,,153,112,0,0,0,51,0,0,0,0,0,0,0,0,0
,Female,,93,89,0,0,0,4,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,All Genders,,409,287,103,0,9,18,0,0,0,0,0,0,0,0,0
,Male,,248,174,61,0,2,15,0,0,0,0,0,0,0,0,0
,Female,,161,113,42,0,7,3,0,0,0,0,0,0,0,0,0
KYJH-TX1 Jewish Hospital,All Genders,,330,250,39,2,16,18,10,2,0,0,0,0,0,0,0
,Male,,211,158,26,1,12,14,5,2,0,0,0,0,0,0,0
,Female,,119,92,13,1,4,4,5,0,0,0,0,0,0,0,0
KYKC-TX1 Norton Children's Hospital,All Genders,,11,5,0,0,0,6,0,0,0,0,0,0,0,0,0
,Male,,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0
,Female,,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0
KYUK-TX1 University of Kentucky Medical Center,All Genders,,605,476,111,0,8,18,13,1,0,0,0,0,0,0,0
,Male,,397,306,79,0,7,15,7,0,0,0,0,0,0,0,0
,Female,,208,170,32,0,1,3,6,1,0,0,0,0,0,0,0
LACH-TX1 Children's Hospital,All Genders,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LAOF-TX1 Ochsner Foundation Hospital,All Genders,,906,770,70,0,12,58,3,0,0,0,0,0,0,0,0
,Male,,523,440,36,0,9,41,1,0,0,0,0,0,0,0,0
,Female,,383,330,34,0,3,17,2,0,0,0,0,0,0,0,0
LATU-TX1 Tulane Medical Center,All Genders,,613,596,12,0,8,0,0,0,0,0,0,0,0,0,0
,Male,,379,369,11,0,1,0,0,0,0,0,0,0,0,0,0
,Female,,234,227,1,0,7,0,0,0,0,0,0,0,0,0,0
LAWK-TX1 Willis-Knighton Medical Center,All Genders,,420,357,52,3,12,0,0,0,0,0,0,0,0,0,0
,Male,,271,232,30,3,8,0,0,0,0,0,0,0,0,0,0
,Female,,149,125,22,0,4,0,0,0,0,0,0,0,0,0,0
MABI-TX1 Beth Israel Deaconess Medical Center,All Genders,,522,400,122,9,35,0,0,0,0,0,0,0,0,0,0
,Male,,322,238,88,5,17,0,0,0,0,0,0,0,0,0,0
,Female,,200,162,34,4,18,0,0,0,0,0,0,0,0,0,0
MABS-TX1 Baystate Medical Center,All Genders,,173,173,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0
MABU-TX1 Boston Medical Center,All Genders,,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0
MACH-TX1 Boston Children's Hospital,All Genders,,65,23,12,1,0,26,3,0,3,0,0,0,0,0,0
,Male,,38,18,6,0,0,14,0,0,1,0,0,0,0,0,0
,Female,,27,5,6,1,0,12,3,0,2,0,0,0,0,0,0
,
MALC-TX1 Lahey Clinic Medical Center,All Genders,,286,207,87,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,192,141,57,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,94,66,30,0,0,0,0,0,0,0,0,0,0,0,0
MAMG-TX1 Massachusetts General Hospital,All Genders,,"1,569","1,184",371,14,10,22,10,0,0,0,0,0,0,0,1
,Male,,956,710,234,7,6,21,4,0,0,0,0,0,0,0,0
,Female,,613,474,137,7,4,1,6,0,0,0,0,0,0,0,1
MANM-TX1 Tufts Medical Center,All Genders,,311,213,0,0,0,103,0,0,0,0,0,0,0,0,0
,Male,,199,126,0,0,0,77,0,0,0,0,0,0,0,0,0
,Female,,112,87,0,0,0,26,0,0,0,0,0,0,0,0,0
MAPB-TX1 Brigham and Women's Hospital,All Genders,,479,388,0,5,12,33,45,1,0,0,0,0,0,0,0
,Male,,268,210,0,2,8,26,23,0,0,0,0,0,0,0,0
,Female,,211,178,0,3,4,7,22,1,0,0,0,0,0,0,0
MAUM-TX1 UMass Memorial Medical Center,All Genders,,840,477,367,13,9,0,0,0,0,0,0,0,0,0,0
,Male,,495,277,222,9,6,0,0,0,0,0,0,0,0,0,0
,Female,,345,200,145,4,3,0,0,0,0,0,0,0,0,0,0
MDJH-TX1 Johns Hopkins Hospital,All Genders,,"1,737","1,345",359,16,14,38,3,0,0,0,1,0,1,1,0
,Male,,"1,031",819,191,4,2,27,3,0,0,0,1,0,0,1,0
,Female,,706,526,168,12,12,11,0,0,0,0,0,0,1,0,0
MDUM-TX1 University of Maryland Medical System,All Genders,,"1,118",769,297,9,13,46,13,0,0,0,0,0,0,0,0
,Male,,655,459,161,6,7,36,5,0,0,0,0,0,0,0,0
,Female,,463,310,136,3,6,10,8,0,0,0,0,0,0,0,0
MEMC-TX1 Maine Medical Center,All Genders,,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0
MIBH-TX1 William Beaumont Hospital,All Genders,,368,329,51,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,227,202,33,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,141,127,18,0,0,0,0,0,0,0,0,0,0,0,0
MICH-TX1 Children's Hospital of Michigan,All Genders,,10,6,2,0,0,2,0,0,0,0,0,0,0,0,0
,Male,,6,3,1,0,0,2,0,0,0,0,0,0,0,0,0
