,,,All Organs,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart,Lung,Heart / Lung,Intestine,Abdominal Wall,Head & Neck: Craniofacial,GU: Uterus,Upper Limb: Bilateral,Upper Limb: Unilateral,"Face, Scalp"
,Heart Status 7 (Inactive),,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
ALUA-TX1 University of Alabama Hospital,All Types,,"1,152","1,031",102,5,9,15,8,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Adult Status 3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0
,Adult Status 6,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 35 to < 40,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 40 to 50,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score >=50,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Inactive,,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,623,617,0,1,7,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,419,414,0,4,2,0,0,0,0,0,0,0,0,0,0
ALVA-TX1 Birmingham VA Medical Center,All Types,,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
ARBH-TX1 Baptist Medical Center,All Types,,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0
,Adult Status 1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0
ARCH-TX1 Arkansas Children's Hospital,All Types,,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0
,Heart Status 1A,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUA-TX1 UAMS Medical Center,All Types,,210,179,31,0,0,0,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0
AZCH-TX1 Phoenix Children's Hospital,All Types,,29,19,6,0,0,4,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,
,Liver MELD / PELD <15,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 1B,,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
AZGS-TX1 Banner-University Medical Center Phoenix,All Types,,412,379,28,3,2,6,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,Adult Status 3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 6,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,89,88,0,0,1,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,295,291,0,3,1,0,0,0,0,0,0,0,0,0,0
AZHH-TX1 Phoenix Regional Medical Center,All Types,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AZMC-TX1 Mayo Clinic Hospital,All Types,,921,763,135,2,16,18,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Adult Status 2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Adult Status 6,,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,398,388,0,0,12,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,381,375,0,2,4,0,0,0,0,0,0,0,0,0,0
AZSJ-TX1 St. Joseph's Hospital and Medical Center,All Types,,136,102,22,0,0,0,15,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 35 to < 40,,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 40 to 50,,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score >=50,,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
,
,Lung/Heart-Lung: Inactive,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
AZSM-TX1 Scottsdale Healthcare Osborn,All Types,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AZUA-TX1 Banner University Medical Center-Tucson,All Types,,127,114,9,0,1,1,2,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 40 to 50,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Inactive,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,51,50,0,0,1,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0
CABE-TX1 Saint Bernardine Medical Center,All Types,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CACH-TX1 Rady Children's Hospital and Health Center,All Types,,35,31,0,0,0,4,0,0,0,0,0,0,0,0,0
,Heart Status 1B,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Heart Status 2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
CACL-TX1 Childrens Hospital Los Angeles,All Types,,67,28,31,0,0,8,0,0,0,0,0,0,0,0,0
,Liver Status 1B,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 1A,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,Heart Status 1B,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Heart Status 2,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
CACS-TX1 Cedars-Sinai Medical Center,All Types,,"1,408","1,192",132,3,12,92,13,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,83,0,83,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
,
,Liver MELD / PELD 25-29,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 1B,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0
,Adult Status 1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 3,,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0
,Adult Status 4,,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0
,Adult Status 5,,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0
,Adult Status 6,,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 30 to < 35,,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 35 to < 40,,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 40 to 50,,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Inactive,,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,879,869,0,2,8,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,328,323,0,1,4,0,0,0,0,0,0,0,0,0,0
CAGH-TX1 Scripps Green Hospital,All Types,,472,417,55,3,10,0,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,173,171,0,0,4,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,250,246,0,3,6,0,0,0,0,0,0,0,0,0,0
CAIM-TX1 University of California Irvine Medical Center,All Types,,743,738,0,0,5,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,536,534,0,0,2,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,207,204,0,0,3,0,0,0,0,0,0,0,0,0,0
CALA-TX1 Harbor UCLA Medical Center,All Types,,509,509,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,378,378,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0
CALB-TX1 St Mary Medical Center,All Types,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CALL-TX1 Loma Linda University Medical Center,All Types,,"1,495","1,363",99,5,28,18,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 1A,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,
,Heart Status 2,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Adult Status 2,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Adult Status 3,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Adult Status 4,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,"1,062","1,039",0,2,21,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,333,324,0,3,7,0,0,0,0,0,0,0,0,0,0
CAMB-TX1 UCSF Medical Center at Mission Bay,All Types,,58,53,6,0,0,0,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Active-Medically urgent,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPC-TX1 Lucile Salter Packard Children's Hospital at Stanford,All Types,,161,137,14,3,0,11,0,0,6,0,0,0,0,0,0
,Liver Status 7 (Inactive),,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 1A,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Heart Status 1B,,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Heart Status 2,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Adult Status 4,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Intestine Status 1,,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0
,Intestine Temporarily inactive,,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,26,24,0,2,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,114,113,0,1,0,0,0,0,0,0,0,0,0,0,0
CAPM-TX1 California Pacific Medical Center-Van Ness Campus,All Types,,"2,121","1,879",245,2,30,8,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,158,0,158,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
,
,Adult Status 4,,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,181,180,0,1,5,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,"1,700","1,699",0,1,25,0,0,0,0,0,0,0,0,0,0
CASD-TX1 University of California San Diego Medical Center,All Types,,968,807,136,0,0,36,5,1,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,Adult Status 3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0
,Adult Status 5,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Adult Status 6,,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 30 to < 35,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 35 to < 40,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 40 to 50,,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score >=50,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,490,490,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0
CASF-TX1 University of California San Francisco Medical Center,All Types,,"5,365","4,667",585,19,100,24,42,2,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,198,0,198,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,187,0,187,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,106,0,106,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
