,,,All Organs,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart,Lung,Heart / Lung,Intestine,Abdominal Wall,Head & Neck: Craniofacial,GU: Uterus,Upper Limb: Bilateral,Upper Limb: Unilateral,"Face, Scalp"
,20-79,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARBH-TX1 Baptist Medical Center,All CPRA,,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0
,NA,,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0
ARCH-TX1 Arkansas Children's Hospital,All CPRA,,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0
,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ARUA-TX1 UAMS Medical Center,All CPRA,,210,179,31,0,0,0,0,0,0,0,0,0,0,0,0
,0,,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0
AZCH-TX1 Phoenix Children's Hospital,All CPRA,,29,19,6,0,0,4,0,0,0,0,0,0,0,0,0
,0,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,NA,,10,0,6,0,0,4,0,0,0,0,0,0,0,0,0
AZGS-TX1 Banner-University Medical Center Phoenix,All CPRA,,412,379,28,3,2,6,0,0,0,0,0,0,0,0,0
,0,,174,171,0,1,2,0,0,0,0,0,0,0,0,0,0
,1-19,,75,73,0,2,0,0,0,0,0,0,0,0,0,0,0
,20-79,,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,34,0,28,0,0,6,0,0,0,0,0,0,0,0,0
AZHH-TX1 Phoenix Regional Medical Center,All CPRA,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AZMC-TX1 Mayo Clinic Hospital,All CPRA,,921,763,135,2,16,18,0,0,0,0,0,0,0,0,0
,0,,486,475,0,1,11,0,0,0,0,0,0,0,0,0,0
,1-19,,125,122,0,0,3,0,0,0,0,0,0,0,0,0,0
,20-79,,98,96,0,1,1,0,0,0,0,0,0,0,0,0,0
,80-97,,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,35,35,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,,153,0,135,0,0,18,0,0,0,0,0,0,0,0,0
AZSJ-TX1 St. Joseph's Hospital and Medical Center,All CPRA,,136,102,22,0,0,0,15,0,0,0,0,0,0,0,0
,0,,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,37,0,22,0,0,0,15,0,0,0,0,0,0,0,0
AZSM-TX1 Scottsdale Healthcare Osborn,All CPRA,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AZUA-TX1 Banner University Medical Center-Tucson,All CPRA,,127,114,9,0,1,1,2,0,0,0,0,0,0,0,0
,0,,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,19,18,0,0,1,0,0,0,0,0,0,0,0,0,0
,80-97,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,12,0,9,0,0,1,2,0,0,0,0,0,0,0,0
CABE-TX1 Saint Bernardine Medical Center,All CPRA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CACH-TX1 Rady Children's Hospital and Health Center,All CPRA,,35,31,0,0,0,4,0,0,0,0,0,0,0,0,0
,0,,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,1-19,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
CACL-TX1 Childrens Hospital Los Angeles,All CPRA,,67,28,31,0,0,8,0,0,0,0,0,0,0,0,0
,0,,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,39,0,31,0,0,8,0,0,0,0,0,0,0,0,0
CACS-TX1 Cedars-Sinai Medical Center,All CPRA,,"1,408","1,192",132,3,12,92,13,0,0,0,0,0,0,0,0
,0,,842,835,0,2,7,0,0,0,0,0,0,0,0,0,0
,1-19,,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,136,133,0,1,2,0,0,0,0,0,0,0,0,0,0
,80-97,,73,71,0,0,2,0,0,0,0,0,0,0,0,0,0
,98-100,,57,56,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,,236,0,132,0,0,92,13,0,0,0,0,0,0,0,0
CAGH-TX1 Scripps Green Hospital,All CPRA,,472,417,55,3,10,0,0,0,0,0,0,0,0,0,0
,0,,255,250,0,2,8,0,0,0,0,0,0,0,0,0,0
,1-19,,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,81,80,0,1,0,0,0,0,0,0,0,0,0,0,0
,80-97,,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,29,29,0,0,2,0,0,0,0,0,0,0,0,0,0
,NA,,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0
CAIM-TX1 University of California Irvine Medical Center,All CPRA,,743,738,0,0,5,0,0,0,0,0,0,0,0,0,0
,0,,554,552,0,0,2,0,0,0,0,0,0,0,0,0,0
,1-19,,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,72,71,0,0,1,0,0,0,0,0,0,0,0,0,0
,80-97,,25,24,0,0,1,0,0,0,0,0,0,0,0,0,0
,98-100,,20,19,0,0,1,0,0,0,0,0,0,0,0,0,0
CALA-TX1 Harbor UCLA Medical Center,All CPRA,,509,509,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,309,309,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
CALB-TX1 St Mary Medical Center,All CPRA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CALL-TX1 Loma Linda University Medical Center,All CPRA,,"1,495","1,363",99,5,28,18,0,0,0,0,0,0,0,0,0
,0,,937,918,0,2,17,0,0,0,0,0,0,0,0,0,0
,1-19,,180,175,0,0,5,0,0,0,0,0,0,0,0,0,0
,
,20-79,,190,184,0,2,4,0,0,0,0,0,0,0,0,0,0
,80-97,,49,48,0,0,1,0,0,0,0,0,0,0,0,0,0
,98-100,,39,38,0,1,1,0,0,0,0,0,0,0,0,0,0
,NA,,117,0,99,0,0,18,0,0,0,0,0,0,0,0,0
CAMB-TX1 UCSF Medical Center at Mission Bay,All CPRA,,58,53,6,0,0,0,0,0,0,0,0,0,0,0,0
,0,,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
CAPC-TX1 Lucile Salter Packard Children's Hospital at Stanford,All CPRA,,161,137,14,3,0,11,0,0,6,0,0,0,0,0,0
,0,,61,58,0,3,0,0,0,0,0,0,0,0,0,0,0
,1-19,,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,25,0,14,0,0,11,0,0,6,0,0,0,0,0,0
CAPM-TX1 California Pacific Medical Center-Van Ness Campus,All CPRA,,"2,121","1,879",245,2,30,8,0,0,0,0,0,0,0,0,0
,0,,"1,284","1,283",0,1,23,0,0,0,0,0,0,0,0,0,0
,1-19,,181,181,0,0,2,0,0,0,0,0,0,0,0,0,0
,20-79,,243,243,0,0,4,0,0,0,0,0,0,0,0,0,0
,80-97,,116,115,0,1,1,0,0,0,0,0,0,0,0,0,0
,98-100,,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,253,0,245,0,0,8,0,0,0,0,0,0,0,0,0
CASD-TX1 University of California San Diego Medical Center,All CPRA,,968,807,136,0,0,36,5,1,0,0,0,0,0,0,0
,0,,543,543,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,175,0,136,0,0,36,5,1,0,0,0,0,0,0,0
CASF-TX1 University of California San Francisco Medical Center,All CPRA,,"5,365","4,667",585,19,100,24,42,2,0,0,0,0,0,0,0
,0,,"2,850","2,791",0,10,63,0,0,0,0,0,0,0,0,0,0
,1-19,,547,538,0,2,8,0,0,0,0,0,0,0,0,0,0
,20-79,,872,853,0,4,18,0,0,0,0,0,0,0,0,0,0
,80-97,,256,252,0,0,4,0,0,0,0,0,0,0,0,0,0
,98-100,,238,233,0,3,7,0,0,0,0,0,0,0,0,0,0
,NA,,649,0,585,0,0,24,42,2,0,0,0,0,0,0,0
CASG-TX1 Sutter Medical Center Sacramento,All CPRA,,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0
,NA,,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0
,
CASH-TX1 Sharp Memorial Hospital,All CPRA,,561,550,0,3,16,11,0,0,0,0,0,0,0,0,0
,0,,358,355,0,3,12,0,0,0,0,0,0,0,0,0,0
,1-19,,63,63,0,0,3,0,0,0,0,0,0,0,0,0,0
,20-79,,94,94,0,0,1,0,0,0,0,0,0,0,0,0,0
,80-97,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0
CASJ-TX1 Saint Joseph Hospital,All CPRA,,357,357,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,191,191,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
CASM-TX1 University of California Davis Medical Center,All CPRA,,"1,665","1,665",0,0,3,0,0,0,0,0,0,0,0,0,0
,0,,997,997,0,0,3,0,0,0,0,0,0,0,0,0,0
,1-19,,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,330,330,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0
CASU-TX1 Stanford Health Care,All CPRA,,"2,082","1,834",224,1,9,17,31,5,1,0,0,0,0,0,0
,0,,603,602,0,1,4,0,0,0,0,0,0,0,0,0,0
,1-19,,500,500,0,0,2,0,0,0,0,0,0,0,0,0,0
,20-79,,499,499,0,0,3,0,0,0,0,0,0,0,0,0,0
,80-97,,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,263,0,224,0,0,17,31,5,1,0,0,0,0,0,0
CASV-TX1 St. Vincent Medical Center,All CPRA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,All CPRA,,"2,453","1,930",502,21,6,28,21,0,27,0,0,0,0,0,0
,0,,"1,421","1,406",0,15,2,0,0,0,0,0,0,0,0,0,0
,1-19,,130,129,0,1,0,0,0,0,0,0,0,0,0,0,0
,20-79,,273,271,0,4,3,0,0,0,0,0,0,0,0,0,0
,80-97,,67,66,0,1,1,0,0,0,0,0,0,0,0,0,0
,98-100,,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,558,0,502,0,0,28,21,0,27,0,0,0,0,0,0
CAUH-TX1 Keck Hospital of USC,All CPRA,,"1,662","1,400",242,1,4,19,32,0,0,0,0,0,0,0,0
,0,,"1,100","1,098",0,0,3,0,0,0,0,0,0,0,0,0,0
,1-19,,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,152,150,0,1,1,0,0,0,0,0,0,0,0,0,0
,80-97,,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,NA,,292,0,242,0,0,19,32,0,0,0,0,0,0,0,0
COCH-TX1 Children's Hospital Colorado,All CPRA,,41,27,4,0,0,11,0,0,0,0,0,0,0,0,0
,0,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,15,0,4,0,0,11,0,0,0,0,0,0,0,0,0
COPM-TX1 Centura Transplant,All CPRA,,128,115,17,0,0,0,0,0,0,0,0,0,0,0,0
,0,,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0
COSL-TX1 Presbyterian/St Luke's Medical Center,All CPRA,,411,349,68,0,0,0,0,0,0,0,0,0,0,0,0
,0,,289,289,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,All CPRA,,"1,029",849,114,12,24,48,11,0,0,0,0,0,0,0,0
,0,,720,710,0,12,24,0,0,0,0,0,0,0,0,0,0
,1-19,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,173,0,114,0,0,48,11,0,0,0,0,0,0,0,0
CTHH-TX1 Hartford Hospital,All CPRA,,454,389,52,0,0,16,0,0,0,0,0,0,0,0,0
,0,,292,292,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,68,0,52,0,0,16,0,0,0,0,0,0,0,0,0
CTYN-TX1 Yale New Haven Hospital,All CPRA,,772,607,133,2,1,43,0,0,0,0,0,0,0,0,0
,0,,438,437,0,1,0,0,0,0,0,0,0,0,0,0,0
,1-19,,49,48,0,0,1,0,0,0,0,0,0,0,0,0,0
,20-79,,70,69,0,1,0,0,0,0,0,0,0,0,0,0,0
,80-97,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,176,0,133,0,0,43,0,0,0,0,0,0,0,0,0
,
DCCH-TX1 Children's National Medical Center,All CPRA,,28,25,0,0,0,3,0,0,0,0,0,0,0,0,0
,0,,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,All CPRA,,"1,012",746,241,24,42,0,0,0,16,0,0,0,0,0,0
,0,,431,410,0,7,20,0,0,0,0,0,0,0,0,0,0
,1-19,,118,113,0,3,4,0,0,0,0,0,0,0,0,0,0
,20-79,,162,148,0,5,12,0,0,0,0,0,0,0,0,0,0
,80-97,,41,35,0,4,2,0,0,0,0,0,0,0,0,0,0
,98-100,,47,40,0,5,4,0,0,0,0,0,0,0,0,0,0
,NA,,247,0,241,0,0,0,0,0,16,0,0,0,0,0,0
DCGW-TX1 George Washington University Hospital,All CPRA,,270,270,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,141,141,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
DCWH-TX1 Washington Hospital Center,All CPRA,,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0
,NA,,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,All CPRA,,235,231,0,4,0,0,0,0,0,0,0,0,0,0,0
,0,,120,117,0,3,0,0,0,0,0,0,0,0,0,0,0
,1-19,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,21,20,0,1,0,0,0,0,0,0,0,0,0,0,0
,98-100,,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,All CPRA,,17,12,5,0,0,1,0,0,0,0,0,0,0,0,0
,0,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,6,0,5,0,0,1,0,0,0,0,0,0,0,0,0
DECC-TX1 Christiana Care Health Services,All CPRA,,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
FLAC-TX1 Johns Hopkins All Children's Hospital,All CPRA,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,
FLBC-TX1 Broward Health Medical Center,All CPRA,,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
FLBF-TX1 Bert Fish Medical Center,All CPRA,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,All CPRA,,931,865,57,0,0,10,0,0,0,0,0,0,0,0,0
,0,,551,551,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,67,0,57,0,0,10,0,0,0,0,0,0,0,0,0
FLFH-TX1 AdventHealth Orlando,All CPRA,,483,407,63,1,7,9,1,0,0,0,0,0,0,0,0
,0,,235,231,0,1,4,0,0,0,0,0,0,0,0,0,0
,1-19,,35,33,0,0,2,0,0,0,0,0,0,0,0,0,0
,20-79,,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,35,34,0,0,1,0,0,0,0,0,0,0,0,0,0
,98-100,,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,73,0,63,0,0,9,1,0,0,0,0,0,0,0,0
FLHM-TX1 Halifax Medical Center,All CPRA,,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,All CPRA,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,NA,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,All CPRA,,771,614,103,17,18,40,10,0,20,2,0,0,0,0,0
,0,,459,436,0,14,10,0,0,0,0,1,0,0,0,0,0
,1-19,,22,21,0,0,1,0,0,0,0,0,0,0,0,0,0
,20-79,,64,61,0,1,1,0,0,0,0,1,0,0,0,0,0
,80-97,,47,45,0,1,4,0,0,0,0,0,0,0,0,0,0
,98-100,,53,51,0,1,2,0,0,0,0,0,0,0,0,0,0
,NA,,153,0,103,0,0,40,10,0,20,0,0,0,0,0,0
FLLM-TX1 Largo Medical Center,All CPRA,,81,62,19,0,0,4,0,0,0,0,0,0,0,0,0
,0,,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,80-97,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,23,0,19,0,0,4,0,0,0,0,0,0,0,0,0
FLMR-TX1 Memorial Regional Hospital,All CPRA,,97,84,0,0,0,13,0,0,0,0,0,0,0,0,0
,0,,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0
FLSH-TX1 Ascension Sacred Heart Pensacola,All CPRA,,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0
